dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
train	wl-tile-v1-06055	wl-neg-neg-es-pba-37847	neg-es-pba-37847	0	hard_negative	train	ES	As Modorras 3	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.15002405	0.07113949	0.11058177	0.01067263	0.12635868	4889	7052	6004	6035	5579	6067
train	wl-tile-v1-05995	wl-neg-neg-es-pba-37276	neg-es-pba-37276	0	hard_negative	train	ES	As Modorras 4	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.04341301	0.05629182	0.04985242	0.00244380	0.04727665	7385	7418	7514	7437	7488	6341
train	wl-tile-v1-05996	wl-neg-neg-es-pba-37277	neg-es-pba-37277	0	hard_negative	train	ES	As Modorriñas	Paradela	Castro de Rei de Lemos (Santa María)		megalithic_mound	0.04409070	0.08011280	0.06210175	0.00353223	0.05489733	7367	6845	7170	7152	7275	8182
train	wl-tile-v1-07981	wl-neg-neg-es-pba-78752	neg-es-pba-78752	0	hard_negative	train	ES	As Mámoas	Cerdedo-Cotobade	Folgoso (Santa María)		megalithic_mound	0.46586557	0.48458452	0.47522505	0.22575125	0.47148126	2554	2779	2649	2602	2628	3383
train	wl-tile-v1-06503	wl-neg-neg-es-pba-43279	neg-es-pba-43279	0	hard_negative	train	ES	As Mámoas de Moscaran 1	Vilalba	Árbol (San Lourenzo)		megalithic_mound	0.10962460	0.15462028	0.13212244	0.01695019	0.12312330	5596	5448	5611	5524	5628	5568
train	wl-tile-v1-06504	wl-neg-neg-es-pba-43280	neg-es-pba-43280	0	hard_negative	train	ES	As Mámoas de Vilate 1	Vilalba	Lanzós (San Martiño)		megalithic_mound	0.11091725	0.09555952	0.10323838	0.01059920	0.10630993	5576	6518	6151	6042	5967	6734
train	wl-tile-v1-06621	wl-neg-neg-es-pba-30179	neg-es-pba-30179	0	hard_negative	train	ES	As Penas do Castelo	Xermade	Lousada (Santo André)		historic_fortification	0.81021847	0.55157535	0.68089691	0.44689653	0.73262553	1384	2492	1820	1837	1630	1835
train	wl-tile-v1-07338	wl-neg-neg-es-pba-56963	neg-es-pba-56963	0	hard_negative	train	ES	As Perdigueiras	Rubiá	Pardollán (Santo Estevo)		mining_or_quarry	0.52179245	0.76549019	0.64364132	0.39942700	0.59490177	2314	1662	1947	1960	2100	1597
train	wl-tile-v1-07692	wl-neg-neg-es-pba-66080	neg-es-pba-66080	0	hard_negative	train	ES	As Sete Mámoas	Agolada	Ferreiroa (San Pedro)		megalithic_mound	0.09180135	0.23152079	0.16166107	0.02125392	0.13371718	6014	4474	5131	5271	5458	5154
train	wl-tile-v1-06758	wl-neg-neg-es-pba-50577	neg-es-pba-50577	0	hard_negative	train	ES	Bouzas	A Gudiña	Pentes (San Mamede)		roman_built_context	0.04478827	0.09673284	0.07076055	0.00433250	0.06037164	7348	6499	6952	6969	7085	4436
train	wl-tile-v1-05680	wl-neg-neg-es-pba-34211	neg-es-pba-34211	0	hard_negative	train	ES	Calzada romana de Lindín	Mondoñedo	Lindín (Santiago)		roman_built_context	0.16839608	0.28122013	0.22480811	0.04735637	0.20224330	4617	4013	4335	4306	4441	5173
train	wl-tile-v1-07712	wl-neg-neg-es-pba-66114	neg-es-pba-66114	0	hard_negative	train	ES	Campo da Mámoa	Agolada	Brántega (San Lourenzo)		megalithic_mound	0.89721921	0.73110529	0.81416225	0.65596171	0.84738504	1004	1773	1352	1360	1227	1388
train	wl-tile-v1-08328	wl-neg-neg-es-pba-64483	neg-es-pba-64483	0	hard_negative	train	ES	Campo da Mámoa 1	Forcarei	Pardesoa (Santiago)		megalithic_mound	0.03063814	0.12879414	0.07971614	0.00394601	0.06008494	7791	5872	6730	7061	7097	6746
train	wl-tile-v1-08329	wl-neg-neg-es-pba-64484	neg-es-pba-64484	0	hard_negative	train	ES	Campo da Mámoa 2	Forcarei	Pardesoa (Santiago)		megalithic_mound	0.08287879	0.15773522	0.12030700	0.01307290	0.10533572	6206	5398	5830	5825	5995	5666
train	wl-tile-v1-08252	wl-neg-neg-es-pba-63991	neg-es-pba-63991	0	hard_negative	train	ES	Campo da Mámoa 3	Forcarei	Pardesoa (Santiago)		megalithic_mound	0.06561192	0.13377286	0.09969239	0.00877709	0.08606020	6653	5783	6241	6268	6438	5229
train	wl-tile-v1-04597	wl-neg-neg-es-pba-25211	neg-es-pba-25211	0	hard_negative	train	ES	Cancela Encrucillada/Mámoa de Fornelos	Tordoia	Andoio (San Mamede)		megalithic_mound	0.35395679	0.61813622	0.48604651	0.21879351	0.43321062	3108	2205	2602	2638	2794	4053
train	wl-tile-v1-05942	wl-neg-neg-es-pba-41795	neg-es-pba-41795	0	hard_negative	train	ES	Capela e Necrópole de San Pedro de Cela	O Saviñao	Diomondi (San Paio)		necropolis_or_burial	0.32209174	0.58670413	0.45439794	0.18897256	0.40147546	3299	2345	2755	2791	2963	4292
train	wl-tile-v1-06336	wl-neg-neg-es-pba-42279	neg-es-pba-42279	0	hard_negative	train	ES	Capela e necrópole de San Marcos	Sarria	Biville (San Miguel)		necropolis_or_burial	0.92151457	0.91605650	0.91878553	0.84415941	0.91987715	855	1032	871	867	844	910
train	wl-tile-v1-06289	wl-neg-neg-es-pba-41944	neg-es-pba-41944	0	hard_negative	train	ES	Casa Torre de Barrio	Sarria	Louseiro (San Martiño)		historic_fortification	0.33311404	0.56220517	0.44765960	0.18727844	0.40184138	3229	2438	2794	2803	2960	4207
train	wl-tile-v1-06290	wl-neg-neg-es-pba-41945	neg-es-pba-41945	0	hard_negative	train	ES	Casa Torre de Outeiro	Sarria	Goián (San Miguel)		historic_fortification	0.28957136	0.51088570	0.40022853	0.14793787	0.35596566	3492	2667	3049	3051	3208	4543
train	wl-tile-v1-05886	wl-neg-neg-es-pba-37167	neg-es-pba-37167	0	hard_negative	train	ES	Casa de Mámoa	O Páramo	A Torre (San Martiño)		megalithic_mound	0.14529490	0.20862915	0.17696202	0.03031275	0.16429517	4961	4726	4902	4827	4933	4493
train	wl-tile-v1-06769	wl-neg-neg-es-pba-57591	neg-es-pba-57591	0	hard_negative	train	ES	Casa reitoral de Pedrafita	A Teixeira	Pedrafita (San Martiño)		megalithic_mound	0.09356967	0.12725386	0.11041176	0.01190710	0.10367493	5974	5911	6008	5933	6023	7138
train	wl-tile-v1-06069	wl-neg-neg-es-pba-37086	neg-es-pba-37086	0	hard_negative	train	ES	Casas (2) de Pedrafita	Pedrafita do Cebreiro	Pedrafita do Cebreiro (Santo Antón)		megalithic_mound	0.66701990	0.80207400	0.73454695	0.53499932	0.70753613	1819	1515	1622	1621	1712	2410
train	wl-tile-v1-05681	wl-neg-neg-es-pba-34394	neg-es-pba-34394	0	hard_negative	train	ES	Castelo	Mondoñedo	Figueiras (San Martiño)		historic_fortification	0.98104139	0.99677031	0.98890585	0.97787293	0.98576007	334	175	227	227	259	169
train	wl-tile-v1-06580	wl-neg-neg-es-pba-43110	neg-es-pba-43110	0	hard_negative	train	ES	Castelo	Viveiro	Galdo (Santa María)		historic_fortification	0.99591346	0.99955805	0.99773576	0.99547332	0.99700684	91	50	48	48	59	103
train	wl-tile-v1-06581	wl-neg-neg-es-pba-43142	neg-es-pba-43142	0	hard_negative	train	ES	Castelo	Viveiro	Faro (San Xiao)		historic_fortification	0.86741319	0.82343528	0.84542423	0.71425862	0.85421982	1157	1435	1253	1245	1200	1563
train	wl-tile-v1-06582	wl-neg-neg-es-pba-43143	neg-es-pba-43143	0	hard_negative	train	ES	Castelo	Viveiro	Celeiro (Santiago)		historic_fortification	0.83773105	0.86141731	0.84957418	0.72163603	0.84483693	1283	1257	1232	1224	1238	500
train	wl-tile-v1-06740	wl-neg-neg-es-pba-32082	neg-es-pba-32082	0	hard_negative	train	ES	Castelo	Xove	Portocelo (San Tirso)		historic_fortification	0.73324233	0.59273121	0.66298677	0.43461561	0.69108899	1628	2322	1889	1864	1764	2156
train	wl-tile-v1-06741	wl-neg-neg-es-pba-32083	neg-es-pba-32083	0	hard_negative	train	ES	Castelo	Xove	Portocelo (San Tirso)		historic_fortification	0.94130789	0.99563459	0.96847124	0.93719870	0.95760590	730	216	483	485	578	163
train	wl-tile-v1-05766	wl-neg-neg-es-pba-35341	neg-es-pba-35341	0	hard_negative	train	ES	Castelo Longo de Ambarría	Monterroso	San Breixo (San Salvador)		historic_fortification	0.16027959	0.42697956	0.29362958	0.06843611	0.24028958	4737	3078	3722	3881	4072	5913
train	wl-tile-v1-06254	wl-neg-neg-es-pba-40334	neg-es-pba-40334	0	hard_negative	train	ES	Castelo Vello	Ribeira de Piquín	San Xurxo de Piquín (San Xurxo)		mining_or_quarry	0.22645404	0.29851937	0.26248670	0.06760092	0.24807364	4001	3881	3971	3895	3990	5135
train	wl-tile-v1-08856	wl-neg-neg-es-pba-71232	neg-es-pba-71232	0	hard_negative	train	ES	Castelo da Mata	O Rosal	O Rosal (Santa Mariña)		historic_fortification	0.27753924	0.57773619	0.42763771	0.16034446	0.36759832	3578	2373	2892	2967	3140	4657
train	wl-tile-v1-05167	wl-neg-neg-es-pba-28789	neg-es-pba-28789	0	hard_negative	train	ES	Castelo da Modorra	Bóveda	Teilán (Santa Baia)		historic_fortification	0.89187158	0.88196625	0.88691892	0.78660064	0.88889998	1031	1181	1057	1054	1030	1393
train	wl-tile-v1-05682	wl-neg-neg-es-pba-34395	neg-es-pba-34395	0	hard_negative	train	ES	Castelo da Recadeira	Mondoñedo	Os Remedios (Nosa Señora dos Remedios)		historic_fortification	0.88221874	0.96671136	0.92446505	0.85285088	0.90756653	1073	657	824	828	919	1471
train	wl-tile-v1-05943	wl-neg-neg-es-pba-37344	neg-es-pba-37344	0	hard_negative	train	ES	Castelo das Saíñas	Pantón	Espasantes (Santo Estevo)		historic_fortification	0.98976531	0.99939785	0.99458158	0.98916933	0.99265507	209	59	120	120	144	384
train	wl-tile-v1-08568	wl-neg-neg-es-pba-67156	neg-es-pba-67156	0	hard_negative	train	ES	Castelo de Ardán	Marín	Ardán (Santa María)		historic_fortification	0.86159615	0.95737574	0.90948594	0.82487125	0.89033003	1179	740	944	943	1020	200
train	wl-tile-v1-08569	wl-neg-neg-es-pba-67157	neg-es-pba-67157	0	hard_negative	train	ES	Castelo de Barbudo	Marín	Marín (San Xián)		historic_fortification	0.95162330	0.95978090	0.95570210	0.91334987	0.95407058	646	719	617	616	613	860
train	wl-tile-v1-05944	wl-neg-neg-es-pba-37345	neg-es-pba-37345	0	hard_negative	train	ES	Castelo de Burnugueiras	Pantón	Pantón (San Martiño)		historic_fortification	0.96428420	0.99466702	0.97947561	0.95914169	0.97339905	541	249	354	354	407	879
train	wl-tile-v1-09378	wl-neg-neg-es-pba-70318	neg-es-pba-70318	0	hard_negative	train	ES	Castelo de Casas Novas	Tui	Randufe (Santa María da Guía)		historic_fortification	0.73225371	0.78916336	0.76070853	0.57786780	0.74932660	1632	1567	1541	1525	1575	2161
train	wl-tile-v1-08577	wl-neg-neg-es-pba-66595	neg-es-pba-66595	0	hard_negative	train	ES	Castelo de Con O Real/O Castelo	Moaña	Tirán (San Xoán)		historic_fortification	0.34445772	0.80331132	0.57388452	0.27670678	0.48211380	3176	1512	2222	2377	2568	4138
train	wl-tile-v1-09247	wl-neg-neg-es-pba-70135	neg-es-pba-70135	0	hard_negative	train	ES	Castelo de Ferveda/Coto do Castelo	Silleda	Xestoso (Santa María)		historic_fortification	0.99251735	0.99966690	0.99609213	0.99218675	0.99466222	161	42	93	93	112	399
train	wl-tile-v1-07934	wl-neg-neg-es-pba-61517	neg-es-pba-61517	0	hard_negative	train	ES	Castelo de Pereiró	Bueu	A Illa de Ons (San Xoaquín)		historic_fortification	0.07014008	0.08528295	0.07771151	0.00598175	0.07468294	6510	6726	6774	6678	6740	3235
train	wl-tile-v1-09176	wl-neg-neg-es-pba-71331	neg-es-pba-71331	0	hard_negative	train	ES	Castelo de Rande	Redondela	Trasmañó (San Vicente)		historic_fortification	0.42522755	0.34681946	0.38602350	0.14747719	0.40170512	2747	3531	3121	3053	2961	3427
train	wl-tile-v1-09495	wl-neg-neg-es-pba-74969	neg-es-pba-74969	0	hard_negative	train	ES	Castelo de Uveiras/O Castelo	Vilaboa	Cobres (Santo Adrán)		historic_fortification	0.98389538	0.99662500	0.99026019	0.98057473	0.98771427	298	182	205	205	228	594
train	wl-tile-v1-08778	wl-neg-neg-es-pba-68975	neg-es-pba-68975	0	hard_negative	train	ES	Castelo do Monte	Nigrán	Parada (Santiago)		historic_fortification	0.08152444	0.25969726	0.17061085	0.02117167	0.13497629	6239	4218	4993	5278	5436	5737
train	wl-tile-v1-08857	wl-neg-neg-es-pba-71233	neg-es-pba-71233	0	hard_negative	train	ES	Castelo do Monte Terroso	O Rosal	O Rosal (Santa Mariña)		historic_fortification	0.53440398	0.93285282	0.73362840	0.49852026	0.65393863	2266	923	1624	1695	1880	198
train	wl-tile-v1-05683	wl-neg-neg-es-pba-34396	neg-es-pba-34396	0	hard_negative	train	ES	Castelo do Monte da Arca	Mondoñedo	Argomoso (San Pedro)		historic_fortification	0.89883093	0.99313064	0.94598079	0.89265654	0.92712084	991	284	696	700	794	106
train	wl-tile-v1-02802	wl-neg-neg-es-pba-7236	neg-es-pba-7236	0	hard_negative	train	ES	Castelo/Batería de San Diego	A Coruña	A Coruña		historic_fortification	0.06237317	0.22560171	0.14398744	0.01407149	0.11134173	6746	4536	5405	5724	5863	7799
train	wl-tile-v1-06192	wl-neg-neg-es-pba-38466	neg-es-pba-38466	0	hard_negative	train	ES	Cazoletas de Penamaior	Portomarín	Recelle (San Pedro)		rock_art_surface	0.30698197	0.35884480	0.33291338	0.11015888	0.32254082	3389	3459	3449	3364	3424	2210
train	wl-tile-v1-06840	wl-neg-neg-es-pba-45330	neg-es-pba-45330	0	hard_negative	train	ES	Cazoletas de San Pedro	Baltar	Vilamaior da Boullosa (Santa María)		rock_art_surface	0.25687797	0.54264575	0.39976186	0.13939374	0.34260830	3734	2531	3056	3103	3286	3722
train	wl-tile-v1-07324	wl-neg-neg-es-pba-56795	neg-es-pba-56795	0	hard_negative	train	ES	Cista de Biobra	Rubiá	Biobra (San Miguel)		megalithic_mound	0.69106161	0.86095755	0.77600958	0.59497471	0.74203039	1750	1260	1496	1491	1596	1973
train	wl-tile-v1-09497	wl-neg-neg-es-pba-75104	neg-es-pba-75104	0	hard_negative	train	ES	Cista de Chan de Castiñeiras 2/Mámoa do Rei	Vilaboa	Vilaboa (San Martiño)		megalithic_mound	0.01900556	0.04933749	0.03417153	0.00093769	0.02810514	8228	7608	7971	8029	8074	7289
train	wl-tile-v1-07947	wl-neg-neg-es-pba-62940	neg-es-pba-62940	0	hard_negative	train	ES	Cistas de Gandón	Cangas	Aldán (San Cibrán)		megalithic_mound	0.35593434	0.50012980	0.42803207	0.17801337	0.39919298	3101	2711	2890	2855	2976	4041
train	wl-tile-v1-08858	wl-neg-neg-es-pba-68854	neg-es-pba-68854	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 1	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	0.08488439	0.12235119	0.10361779	0.01038571	0.09612443	6174	5971	6136	6064	6198	7324
train	wl-tile-v1-08859	wl-neg-neg-es-pba-68855	neg-es-pba-68855	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 2	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	0.13192149	0.18116400	0.15654274	0.02389942	0.14669424	5176	5076	5205	5119	5228	6351
train	wl-tile-v1-08860	wl-neg-neg-es-pba-68856	neg-es-pba-68856	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 3	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	0.15544472	0.20987748	0.18266110	0.03262435	0.17177455	4809	4709	4825	4732	4832	5975
train	wl-tile-v1-08861	wl-neg-neg-es-pba-68857	neg-es-pba-68857	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 4	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	0.09822657	0.28773318	0.19297987	0.02826304	0.15507855	5866	3961	4699	4908	5075	6759
train	wl-tile-v1-08862	wl-neg-neg-es-pba-68858	neg-es-pba-68858	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 5	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	0.05249797	0.10718468	0.07984133	0.00562698	0.06890398	7049	6284	6727	6740	6872	5345
train	wl-tile-v1-08863	wl-neg-neg-es-pba-68859	neg-es-pba-68859	0	hard_negative	train	ES	Complexo megalítico de Amoedo/Mámoa de Alvedosa 6	Pazos de Borbén	Amoedo (San Sadurniño)		megalithic_mound	0.09274480	0.14167487	0.11720984	0.01313961	0.10742382	5991	5653	5884	5819	5945	3444
train	wl-tile-v1-08578	wl-neg-neg-es-pba-66693	neg-es-pba-66693	0	hard_negative	train	ES	Complexo rupestre da Escada	Moaña	Meira (Santa Eulalia)		rock_art_surface	0.36188170	0.79534677	0.57861423	0.28782144	0.49192122	3072	1535	2201	2319	2513	2307
train	wl-tile-v1-08913	wl-neg-neg-es-pba-76607	neg-es-pba-76607	0	hard_negative	train	ES	Complexo rupestre de Combarro	Poio	Combarro (San Roque)		rock_art_surface	0.25698088	0.29354047	0.27526067	0.07543429	0.26794876	3732	3913	3866	3769	3811	2313
train	wl-tile-v1-08914	wl-neg-neg-es-pba-76608	neg-es-pba-76608	0	hard_negative	train	ES	Complexo rupestre de Combarro-Raxó	Poio	Combarro (San Roque)		rock_art_surface	0.01620496	0.03973989	0.02797242	0.00064398	0.02326544	8334	7861	8138	8161	8212	4481
train	wl-tile-v1-04279	wl-neg-neg-es-pba-20010	neg-es-pba-20010	0	hard_negative	train	ES	Contorna de Porta da Mámoa	Santiago de Compostela	Santiago de Compostela		megalithic_mound	0.41425529	0.73136441	0.57280985	0.30297158	0.50938803	2803	1769	2229	2270	2435	3694
train	wl-tile-v1-03925	wl-neg-neg-es-pba-15660	neg-es-pba-15660	0	hard_negative	train	ES	Coto da Medorra/Mámoa do Coto da Medorra	Ordes	Parada (Santa Mariña)		megalithic_mound	0.47743579	0.31437992	0.39590785	0.15009623	0.42851903	2506	3739	3073	3039	2825	3311
train	wl-tile-v1-06338	wl-neg-neg-es-pba-41313	neg-es-pba-41313	0	hard_negative	train	ES	Coto das Medorras 1	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	0.24147409	0.33523126	0.28835267	0.08094966	0.26960124	3872	3596	3765	3697	3802	4988
train	wl-tile-v1-06339	wl-neg-neg-es-pba-41314	neg-es-pba-41314	0	hard_negative	train	ES	Coto das Medorras 2	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	0.40774426	0.27391363	0.34082894	0.11168671	0.36759507	2835	4080	3391	3350	3141	3736
train	wl-tile-v1-06340	wl-neg-neg-es-pba-41315	neg-es-pba-41315	0	hard_negative	train	ES	Coto das Medorras 3	Taboada	Meixonfrío (Santa Mariña)		megalithic_mound	0.26274303	0.21294597	0.23784450	0.05595007	0.24780391	3690	4666	4209	4125	3996	4801
train	wl-tile-v1-07974	wl-neg-neg-es-pba-78570	neg-es-pba-78570	0	hard_negative	train	ES	Coto de Mámoas 1	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	0.07298261	0.33468024	0.20383143	0.02442584	0.15149190	6441	3601	4569	5088	5140	4837
train	wl-tile-v1-07975	wl-neg-neg-es-pba-78571	neg-es-pba-78571	0	hard_negative	train	ES	Coto de Mámoas 2	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	0.11310601	0.40075056	0.25692829	0.04532730	0.19939938	5530	3224	4020	4357	4474	4033
train	wl-tile-v1-07976	wl-neg-neg-es-pba-78572	neg-es-pba-78572	0	hard_negative	train	ES	Coto de Mámoas 3	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	0.16664976	0.49984200	0.33324588	0.08329855	0.26660743	4637	2713	3447	3662	3822	2998
train	wl-tile-v1-07977	wl-neg-neg-es-pba-78573	neg-es-pba-78573	0	hard_negative	train	ES	Coto de Mámoas 4	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	0.35375517	0.62591251	0.48983384	0.22141979	0.43540237	3110	2181	2590	2626	2787	2186
train	wl-tile-v1-07978	wl-neg-neg-es-pba-78574	neg-es-pba-78574	0	hard_negative	train	ES	Coto de Mámoas 5	Cerdedo-Cotobade	Cerdedo (San Xoán)		megalithic_mound	0.14280774	0.48349424	0.31315099	0.06904672	0.24501369	4999	2783	3579	3872	4022	2979
train	wl-tile-v1-05767	wl-neg-neg-es-pba-35346	neg-es-pba-35346	0	hard_negative	train	ES	Coto do Mouro Morto/Orgoso/Medorra de Monte Agudo 1	Monterroso	Pedraza (Santa María)		megalithic_mound	0.28281748	0.13256205	0.20768977	0.03749087	0.23774085	3538	5806	4522	4567	4101	4614
train	wl-tile-v1-05768	wl-neg-neg-es-pba-35347	neg-es-pba-35347	0	hard_negative	train	ES	Coto do Mouro Morto/Orgoso/Medorra de Monte Agudo 2	Monterroso	Fufín (San Martiño)		megalithic_mound	0.06683251	0.07430784	0.07057018	0.00496618	0.06907511	6615	6973	6961	6847	6865	6996
train	wl-tile-v1-05769	wl-neg-neg-es-pba-35369	neg-es-pba-35369	0	hard_negative	train	ES	Coto do Mouro Morto/Orgoso/Medorra de Monte Agudo 3	Monterroso	Fufín (San Martiño)		megalithic_mound	0.09328655	0.10003079	0.09665867	0.00933153	0.09530982	5978	6424	6319	6191	6219	4219
train	wl-tile-v1-05652	wl-neg-neg-es-pba-31691	neg-es-pba-31691	0	hard_negative	train	ES	Cova da Moura	Láncara	Cedrón (Santiago)		rock_art_surface	0.97423852	0.99580648	0.98502250	0.97015303	0.98070891	418	208	282	283	318	515
train	wl-tile-v1-06070	wl-neg-neg-es-pba-37122	neg-es-pba-37122	0	hard_negative	train	ES	Cova da Tara	Pedrafita do Cebreiro	Lousada (San Vicente)		rock_art_surface	0.94149813	0.97930688	0.96040251	0.92201560	0.95284076	728	516	571	571	620	48
train	wl-tile-v1-05866	wl-neg-neg-es-pba-32412	neg-es-pba-32412	0	hard_negative	train	ES	Cova de Bermún	O Incio	O Viso (Santa Cristina)		rock_art_surface	0.85658038	0.97501426	0.91579732	0.83517808	0.89211054	1198	573	898	904	1010	1623
train	wl-tile-v1-06341	wl-neg-neg-es-pba-41318	neg-es-pba-41318	0	hard_negative	train	ES	Cova de Cal de Mourelle	Taboada	Ansar (Santo Estevo)		rock_art_surface	0.48661697	0.64827957	0.56744827	0.31546384	0.53511575	2460	2076	2258	2223	2318	3256
train	wl-tile-v1-06342	wl-neg-neg-es-pba-41319	neg-es-pba-41319	0	hard_negative	train	ES	Cova de Fonteboa	Taboada	Vilameñe (Santa Mariña)		rock_art_surface	0.50266077	0.65370081	0.57818079	0.32858975	0.54797278	2391	2058	2202	2182	2272	3173
train	wl-tile-v1-05684	wl-neg-neg-es-pba-34502	neg-es-pba-34502	0	hard_negative	train	ES	Cova de Furada dos Cas	Mondoñedo	Vilamor (Santa María)		rock_art_surface	0.92107805	0.97458200	0.94783003	0.89766609	0.93712924	861	580	682	683	736	779
train	wl-tile-v1-06308	wl-neg-neg-es-pba-42121	neg-es-pba-42121	0	hard_negative	train	ES	Cova de Gaspar	Sarria	Cesar (San Salvador)		rock_art_surface	0.99467364	0.99909200	0.99688282	0.99377048	0.99599915	116	73	69	69	79	170
train	wl-tile-v1-06072	wl-neg-neg-es-pba-38398	neg-es-pba-38398	0	hard_negative	train	ES	Cova de Praducelo	Pol	Suegos (Santa Eulalia)		rock_art_surface	0.81259712	0.93267693	0.87263702	0.75789059	0.84862106	1377	925	1129	1126	1223	1826
train	wl-tile-v1-05653	wl-neg-neg-es-pba-31692	neg-es-pba-31692	0	hard_negative	train	ES	Cova de Saballeiros	Láncara	Vilaesteva de Herdeiros (Santa María)		rock_art_surface	0.73788125	0.84329977	0.79059051	0.62225509	0.76950681	1617	1341	1444	1439	1504	1605
train	wl-tile-v1-06071	wl-neg-neg-es-pba-37123	neg-es-pba-37123	0	hard_negative	train	ES	Cova de Val de Galiñas	Pedrafita do Cebreiro	Pedrafita do Cebreiro (Santo Antón)		rock_art_surface	0.94930233	0.97975349	0.96452791	0.93008227	0.95843768	673	512	528	528	569	141
